Origin,Dest,Airline,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,TotalDelays
MCO,MIA,American Airlines Inc.,8295,560,2110,0,13427,24392
MCO,MSY,Atlantic Southeast Airlines,72,0,34,0,23,129
MCO,MSY,Southwest Airlines Co.,1051,131,387,118,4068,5755
MCO,OMA,Southwest Airlines Co.,13,0,0,0,110,123
MCO,ORD,American Airlines Inc.,1395,211,12355,0,6313,20274
MCO,ORD,United Air Lines Inc.,2547,491,7985,0,9561,20584
MCO,ORF,Southwest Airlines Co.,683,79,306,0,2133,3201
MCO,PDX,Alaska Airlines Inc.,1103,0,372,0,380,1855
MCO,PFN,Atlantic Southeast Airlines,128,156,145,0,22,451
MCO,PHL,Southwest Airlines Co.,2433,2371,7745,16,4753,17318
MCO,PHL,US Airways Inc.,1835,357,5567,10,8246,16015
MCO,PHX,Southwest Airlines Co.,911,178,542,11,863,2505
MCO,PHX,US Airways Inc.,542,269,519,10,533,1873
MCO,PIT,Southwest Airlines Co.,1024,257,338,38,2897,4554
MCO,PIT,US Airways Inc.,421,201,508,1,1487,2618
MCO,PNS,Atlantic Southeast Airlines,711,164,14,0,0,889
MCO,PSE,JetBlue Airways,309,57,87,0,1264,1717
MCO,PVD,Southwest Airlines Co.,1883,217,1330,47,5179,8656
MCO,PVD,US Airways Inc.,10,0,0,0,163,173
MCO,PWM,JetBlue Airways,324,0,96,0,869,1289
MCO,RDU,Atlantic Southeast Airlines,368,527,24,5,6,930
MCO,RDU,Southwest Airlines Co.,1602,437,449,17,3201,5706
MCO,RIC,Atlantic Southeast Airlines,264,158,90,0,50,562
MCO,ROC,JetBlue Airways,273,0,130,0,779,1182
MCO,RSW,Southwest Airlines Co.,2366,228,651,18,4706,7969
MCO,SAT,Southwest Airlines Co.,352,140,79,68,825,1464
MCO,SDF,Atlantic Southeast Airlines,69,195,8,0,25,297
MCO,SDF,Southwest Airlines Co.,621,651,152,5,1444,2873
MCO,SEA,Alaska Airlines Inc.,949,50,725,34,958,2716
MCO,SFO,United Air Lines Inc.,1536,0,497,0,291,2324
MCO,SJU,American Airlines Inc.,3466,102,1833,5,9847,15253
MCO,SJU,Delta Air Lines Inc.,0,0,0,0,34,34
MCO,SJU,JetBlue Airways,870,3,131,0,1491,2495
MCO,SLC,Delta Air Lines Inc.,508,70,387,0,830,1795
MCO,SLC,Southwest Airlines Co.,178,0,119,0,50,347
MCO,STL,American Airlines Inc.,2629,97,315,0,3161,6202
MCO,STL,Southwest Airlines Co.,1663,563,597,25,4225,7073
MCO,SWF,JetBlue Airways,827,17,366,0,2908,4118
MCO,SYR,JetBlue Airways,448,66,348,10,1999,2871
MCO,TLH,Atlantic Southeast Airlines,289,81,27,0,41,438
MCO,TUL,Southwest Airlines Co.,0,39,29,0,194,262
MCO,TYS,Atlantic Southeast Airlines,107,31,0,0,0,138
MDT,ATL,Atlantic Southeast Airlines,3000,1804,2233,90,854,7981
MDT,CLT,US Airways Inc.,507,42,108,0,0,657
MDT,CVG,Atlantic Southeast Airlines,1072,890,483,0,221,2666
MDT,DFW,American Eagle Airlines Inc.,2398,404,807,0,0,3609
MDT,ORD,American Eagle Airlines Inc.,1042,385,2700,0,3362,7489
MDT,ORD,United Air Lines Inc.,1246,158,3861,0,2180,7445
MDW,ABQ,Southwest Airlines Co.,833,216,611,0,1866,3526
MDW,ALB,Southwest Airlines Co.,1124,276,377,8,1883,3668
MDW,ATL,Atlantic Southeast Airlines,270,81,88,0,0,439
MDW,AUS,Southwest Airlines Co.,1623,210,723,0,4219,6775
MDW,BDL,Southwest Airlines Co.,1793,365,666,2,4526,7352
MDW,BHM,Southwest Airlines Co.,1000,309,657,26,3426,5418
MDW,BNA,Southwest Airlines Co.,4428,553,2584,47,13348,20960
MDW,BUF,Southwest Airlines Co.,2223,269,655,91,4264,7502
MDW,BWI,Southwest Airlines Co.,4676,1496,1975,144,8028,16319
MDW,CLE,Southwest Airlines Co.,3943,1370,1592,5,6835,13745
MDW,CMH,Southwest Airlines Co.,5136,447,1474,64,9716,16837
MDW,DEN,Frontier Airlines Inc.,2295,157,2268,0,1462,6182
MDW,DEN,Southwest Airlines Co.,3954,766,1615,45,7640,14020
MDW,DTW,Southwest Airlines Co.,4270,428,1406,35,10257,16396
MDW,FLL,Southwest Airlines Co.,3057,799,876,0,3875,8607
MDW,HOU,Southwest Airlines Co.,3604,387,1969,24,8097,14081
MDW,IAD,Southwest Airlines Co.,3883,1606,2086,70,6547,14192
MDW,IND,Southwest Airlines Co.,3713,419,1547,12,5457,11148
MDW,ISP,Southwest Airlines Co.,2525,443,897,42,2176,6083
MDW,JAN,Southwest Airlines Co.,1575,221,485,19,5859,8159
MDW,LAS,Southwest Airlines Co.,4554,2292,5156,28,13921,25951
MDW,LAX,Southwest Airlines Co.,3848,372,2791,45,6826,13882
MDW,LIT,Southwest Airlines Co.,1468,60,237,0,1238,3003
MDW,MCI,Southwest Airlines Co.,7780,1954,3663,79,17981,31457
MDW,MCO,Southwest Airlines Co.,4548,614,2365,62,8289,15878
MDW,MHT,Southwest Airlines Co.,3664,325,534,0,3820,8343
MDW,MSY,Southwest Airlines Co.,227,30,321,0,517,1095
MDW,OAK,Southwest Airlines Co.,3142,468,2484,76,4927,11097
MDW,OMA,Southwest Airlines Co.,3641,854,1072,9,7451,13027
MDW,ORF,Southwest Airlines Co.,1151,272,926,11,2170,4530
MDW,PDX,Southwest Airlines Co.,1725,397,725,0,3085,5932
MDW,PHL,Southwest Airlines Co.,3737,5704,6287,26,8343,24097
MDW,PHX,Southwest Airlines Co.,4387,670,2690,43,12949,20739
MDW,PIT,Southwest Airlines Co.,3995,282,1555,27,5431,11290
MDW,PVD,Southwest Airlines Co.,2255,375,600,6,4297,7533
MDW,RDU,Southwest Airlines Co.,1723,640,907,0,4932,8202
MDW,RNO,Southwest Airlines Co.,554,46,459,35,813,1907
MDW,RSW,Southwest Airlines Co.,1334,315,598,0,3035,5282
MDW,SAN,Southwest Airlines Co.,2731,641,2093,47,6933,12445
MDW,SAT,Southwest Airlines Co.,1082,172,452,0,3103,4809
MDW,SDF,Southwest Airlines Co.,3136,1000,1582,45,7490,13253
MDW,SEA,Southwest Airlines Co.,2574,497,735,0,4457,8263
MDW,SFO,Southwest Airlines Co.,2086,2128,2755,0,3382,10351
MDW,SJC,Southwest Airlines Co.,1327,108,1011,0,3072,5518
MDW,SLC,Southwest Airlines Co.,2363,522,810,112,2958,6765
MDW,SMF,Southwest Airlines Co.,1196,122,945,2,3549,5814
MDW,STL,Southwest Airlines Co.,5912,1221,3591,59,15725,26508
MDW,TPA,Southwest Airlines Co.,2997,431,1285,21,6220,10954
MDW,TUS,Southwest Airlines Co.,1409,279,826,9,3285,5808
MEI,ATL,Atlantic Southeast Airlines,2332,393,1097,43,194,4059
MEM,ATL,Atlantic Southeast Airlines,2762,1404,1957,0,521,6644
MEM,ATL,Delta Air Lines Inc.,1434,455,1375,0,2079,5343
MEM,ATL,Skywest Airlines Inc.,86,183,0,0,171,440
MEM,CVG,Atlantic Southeast Airlines,1621,586,443,0,258,2908
MEM,DEN,Frontier Airlines Inc.,30,0,148,0,86,264
MEM,DEN,Skywest Airlines Inc.,2287,314,354,0,769,3724
MEM,DFW,American Airlines Inc.,1582,861,2201,0,5036,9680
MEM,FLL,Frontier Airlines Inc.,0,0,0,0,15,15
MEM,LGA,American Eagle Airlines Inc.,1995,190,3987,0,2660,8832
MEM,MCO,Frontier Airlines Inc.,119,0,1,0,0,120
MEM,MIA,American Eagle Airlines Inc.,652,40,190,0,1999,2881
MEM,ORD,American Eagle Airlines Inc.,2311,488,8502,0,9661,20962
MEM,ORD,Skywest Airlines Inc.,3144,431,17331,0,1484,22390
MFE,ATL,Atlantic Southeast Airlines,79,0,28,0,0,107
MFE,DFW,American Airlines Inc.,552,208,1340,0,4453,6553
MFR,DEN,Skywest Airlines Inc.,678,0,0,0,0,678
MFR,MOD,Skywest Airlines Inc.,16,0,0,0,0,16
MFR,PDX,Skywest Airlines Inc.,1539,348,272,0,1552,3711
MFR,SBA,Skywest Airlines Inc.,0,0,48,0,0,48
MFR,SFO,Skywest Airlines Inc.,4291,521,17851,82,3337,26082
MFR,SLC,Skywest Airlines Inc.,403,0,27,0,463,893
MGM,ATL,Atlantic Southeast Airlines,5793,1627,5091,0,162,12673
MHT,ATL,Atlantic Southeast Airlines,2747,172,862,0,188,3969
MHT,BWI,Southwest Airlines Co.,4043,2308,2522,102,10709,19684
MHT,CLT,US Airways Inc.,720,395,232,0,274,1621
MHT,CVG,Atlantic Southeast Airlines,0,107,0,0,0,107
MHT,DCA,US Airways Inc.,184,0,225,0,0,409
MHT,FLL,Southwest Airlines Co.,66,0,0,0,0,66
MHT,LAS,Southwest Airlines Co.,485,261,285,0,147,1178
MHT,MCO,Southwest Airlines Co.,1230,573,1148,36,3741,6728
MHT,MDW,Southwest Airlines Co.,1242,1435,1676,14,5946,10313
MHT,ORD,United Air Lines Inc.,2176,7,5377,0,3212,10772
MHT,PHL,Southwest Airlines Co.,1451,1654,5511,46,9776,18438
MHT,PHL,US Airways Inc.,224,0,464,0,97,785
MHT,PHX,Southwest Airlines Co.,507,84,304,0,341,1236
MHT,TPA,Southwest Airlines Co.,874,372,607,12,1434,3299
MIA,ATL,American Airlines Inc.,4608,323,2687,0,4830,12448
MIA,ATL,Delta Air Lines Inc.,4285,672,4861,49,4947,14814
MIA,BDL,American Airlines Inc.,2048,146,364,0,973,3531
MIA,BNA,American Airlines Inc.,2207,105,215,0,1911,4438
MIA,BOS,American Airlines Inc.,9320,389,3489,13,6306,19517
MIA,BWI,American Airlines Inc.,3485,955,389,0,1583,6412
MIA,CLE,American Eagle Airlines Inc.,283,0,47,0,577,907
MIA,CLT,American Eagle Airlines Inc.,4643,314,699,0,4008,9664
MIA,CLT,US Airways Inc.,2157,120,1002,15,2972,6266
MIA,CMH,American Eagle Airlines Inc.,997,111,210,0,546,1864
MIA,CVG,American Eagle Airlines Inc.,1443,207,165,0,488,2303
MIA,DCA,American Airlines Inc.,8563,797,2424,38,6573,18395
MIA,DEN,American Airlines Inc.,2308,129,654,0,1149,4240
MIA,DEN,United Air Lines Inc.,1096,100,705,0,2373,4274
MIA,DFW,American Airlines Inc.,12776,1023,3231,11,4260,21301
MIA,DTW,American Airlines Inc.,1387,73,262,0,1218,2940
MIA,EGE,American Airlines Inc.,111,23,142,0,21,297
MIA,EWR,American Airlines Inc.,5545,241,5448,0,5409,16643
MIA,GSO,American Eagle Airlines Inc.,748,77,116,0,232,1173
MIA,IAD,American Airlines Inc.,1003,211,600,0,1153,2967
MIA,IAD,United Air Lines Inc.,683,35,42,0,241,1001
MIA,IAH,American Airlines Inc.,3206,189,1346,0,2487,7228
MIA,IND,American Eagle Airlines Inc.,1018,0,153,0,174,1345
MIA,JAX,American Eagle Airlines Inc.,94,53,202,0,250,599
MIA,JFK,American Airlines Inc.,15273,803,7716,87,11603,35482
MIA,JFK,Delta Air Lines Inc.,1161,194,1773,0,2444,5572
MIA,LAS,American Airlines Inc.,3060,254,999,0,1672,5985
MIA,LAS,US Airways Inc.,90,0,79,0,197,366
MIA,LAX,American Airlines Inc.,12942,1095,4715,47,6989,25788
MIA,LGA,American Airlines Inc.,10823,688,20830,0,7877,40218
MIA,MCO,American Airlines Inc.,12529,513,2269,17,8371,23699
MIA,MEM,American Eagle Airlines Inc.,1297,360,255,0,555,2467
MIA,MSP,American Airlines Inc.,631,34,332,0,413,1410
MIA,MSY,American Airlines Inc.,3052,145,1047,0,3615,7859
MIA,ORD,American Airlines Inc.,12518,725,18996,7,13813,46059
MIA,ORD,United Air Lines Inc.,61,0,13,0,16,90
MIA,ORF,American Eagle Airlines Inc.,1020,60,225,0,621,1926
MIA,PHL,American Airlines Inc.,3815,521,3284,0,4570,12190
MIA,PHL,US Airways Inc.,1722,152,1772,0,3166,6812
MIA,PHX,American Airlines Inc.,1704,245,954,0,1371,4274
MIA,PIT,American Eagle Airlines Inc.,316,217,42,0,141,716
MIA,PIT,US Airways Inc.,51,0,4,0,67,122
MIA,RDU,American Airlines Inc.,4258,190,774,3,2239,7464
MIA,RIC,American Eagle Airlines Inc.,1337,139,13,0,668,2157
MIA,SDF,American Eagle Airlines Inc.,1348,443,193,0,591,2575
MIA,SEA,Alaska Airlines Inc.,314,0,161,0,923,1398
MIA,SFO,American Airlines Inc.,4666,219,2583,0,2017,9485
MIA,SJU,American Airlines Inc.,19499,911,3687,5,9864,33966
MIA,STL,American Airlines Inc.,2420,172,570,0,2763,5925
MIA,STT,American Airlines Inc.,3795,752,600,0,3829,8976
MIA,STX,American Airlines Inc.,1309,95,282,0,1204,2890
MIA,TLH,American Eagle Airlines Inc.,924,304,65,17,438,1748
MIA,TLH,Atlantic Southeast Airlines,119,197,225,0,0,541
MIA,TPA,American Airlines Inc.,4890,126,1087,0,3420,9523
MIA,XNA,American Eagle Airlines Inc.,1345,73,110,0,3,1531
MKE,ATL,Atlantic Southeast Airlines,5284,2402,3563,0,2897,14146
MKE,ATL,Delta Air Lines Inc.,1337,634,155,0,0,2126
MKE,ATL,Skywest Airlines Inc.,409,0,32,0,170,611
MKE,ATW,Skywest Airlines Inc.,2614,682,163,0,600,4059
MKE,BDL,Skywest Airlines Inc.,1383,1020,935,0,194,3532
MKE,BNA,Skywest Airlines Inc.,2132,211,294,0,870,3507
MKE,BWI,Skywest Airlines Inc.,2890,923,956,0,300,5069
MKE,CLE,Skywest Airlines Inc.,442,238,690,0,657,2027
MKE,CLT,Skywest Airlines Inc.,1008,680,94,0,0,1782
MKE,CMH,Skywest Airlines Inc.,5313,1265,962,18,727,8285
MKE,CVG,Atlantic Southeast Airlines,46,0,0,0,0,46
MKE,CWA,Skywest Airlines Inc.,752,179,298,0,484,1713
MKE,DAY,Skywest Airlines Inc.,1092,238,314,0,283,1927
MKE,DEN,Frontier Airlines Inc.,1655,599,1707,0,964,4925
MKE,DEN,Skywest Airlines Inc.,333,186,227,0,1378,2124
MKE,DFW,American Eagle Airlines Inc.,1409,236,1047,2,2232,4926
MKE,DSM,Skywest Airlines Inc.,1112,290,428,0,603,2433
MKE,EWR,Skywest Airlines Inc.,3699,1278,24014,0,578,29569
MKE,FNT,Skywest Airlines Inc.,1619,879,207,0,427,3132
MKE,GRB,Skywest Airlines Inc.,1636,205,309,0,719,2869
MKE,GRR,Skywest Airlines Inc.,4060,1134,816,0,758,6768
MKE,IND,Skywest Airlines Inc.,838,256,478,0,923,2495
MKE,MKG,Skywest Airlines Inc.,956,44,241,0,1429,2670
MKE,MQT,American Eagle Airlines Inc.,12,673,1871,0,6794,9350
MKE,MSN,Skywest Airlines Inc.,4921,588,436,0,692,6637
MKE,MSP,Skywest Airlines Inc.,8102,1165,1143,0,758,11168
MKE,OMA,Skywest Airlines Inc.,3210,191,325,0,479,4205
MKE,ORD,American Eagle Airlines Inc.,2186,996,6691,0,9291,19164
MKE,ORD,Skywest Airlines Inc.,946,1025,12622,0,2233,16826
MKE,PHL,Skywest Airlines Inc.,2390,311,3985,26,629,7341
MKE,PHX,US Airways Inc.,1252,276,221,0,238,1987
MKE,PIT,Skywest Airlines Inc.,6416,1426,731,0,649,9222
MKE,RDU,Skywest Airlines Inc.,2606,913,491,0,301,4311
MKE,SDF,Skywest Airlines Inc.,219,20,276,0,299,814
MKE,STL,Skywest Airlines Inc.,1002,245,130,0,378,1755
MKG,FNT,Skywest Airlines Inc.,594,0,373,0,584,1551
MKG,GRR,Skywest Airlines Inc.,278,296,12,0,235,821
MKG,MKE,Skywest Airlines Inc.,148,33,70,0,145,396
MLB,ATL,Atlantic Southeast Airlines,3150,277,1577,115,843,5962
MLB,ATL,Delta Air Lines Inc.,765,9,1803,0,825,3402
MLI,ATL,Atlantic Southeast Airlines,5335,1141,2062,49,507,9094
MLI,DEN,Skywest Airlines Inc.,1339,191,508,0,3791,5829
MLI,DFW,American Eagle Airlines Inc.,182,184,456,0,2078,2900
MLI,ORD,American Eagle Airlines Inc.,924,369,6187,16,6253,13749
MLI,ORD,Skywest Airlines Inc.,45,659,6224,0,862,7790
MLU,ATL,Atlantic Southeast Airlines,3078,712,1835,0,224,5849
MLU,DFW,American Eagle Airlines Inc.,1916,1281,373,20,847,4437
MOB,ATL,Atlantic Southeast Airlines,6720,2226,3611,0,431,12988
MOB,ATL,Delta Air Lines Inc.,167,128,351,0,105,751
MOB,ATL,Skywest Airlines Inc.,6,11,27,0,46,90
MOB,DFW,American Eagle Airlines Inc.,1904,1041,1669,0,3401,8015
MOB,ORD,American Eagle Airlines Inc.,222,472,1309,0,2075,4078
MOD,LAX,Skywest Airlines Inc.,1658,102,82,0,1253,3095
MOD,SFO,Skywest Airlines Inc.,2227,42,7849,59,4084,14261
MQT,GRB,American Eagle Airlines Inc.,2095,176,285,0,0,2556
MQT,MKE,American Eagle Airlines Inc.,3348,285,368,0,389,4390
MQT,ORD,American Eagle Airlines Inc.,1335,202,1140,0,14,2691
MRY,DEN,Skywest Airlines Inc.,77,0,32,0,20,129
MRY,LAX,American Eagle Airlines Inc.,3056,149,113,0,1090,4408
MRY,LAX,Skywest Airlines Inc.,4310,364,963,13,5519,11169
MRY,SFO,Skywest Airlines Inc.,2893,457,13212,0,2897,19459
MRY,SLC,Skywest Airlines Inc.,62,0,0,0,73,135
MSN,ATL,Atlantic Southeast Airlines,2093,590,368,0,255,3306
MSN,DEN,Skywest Airlines Inc.,858,86,291,0,2872,4107
MSN,DFW,American Eagle Airlines Inc.,1036,350,1002,0,1574,3962
MSN,LGA,American Eagle Airlines Inc.,12,6,2781,0,1942,4741
MSN,MCI,Skywest Airlines Inc.,761,198,34,93,0,1086
MSN,MKE,Skywest Airlines Inc.,2686,997,335,0,348,4366
MSN,ORD,American Eagle Airlines Inc.,2211,672,10048,0,10627,23558
MSN,ORD,Skywest Airlines Inc.,817,1234,15194,0,3938,21183
MSO,DEN,Skywest Airlines Inc.,148,30,102,0,1593,1873
MSO,DEN,United Air Lines Inc.,737,0,50,0,192,979
MSO,ORD,Skywest Airlines Inc.,0,0,1429,0,63,1492
MSO,SLC,Skywest Airlines Inc.,1052,118,332,0,2276,3778
MSP,ATL,Atlantic Southeast Airlines,569,281,382,0,509,1741
MSP,ATL,Delta Air Lines Inc.,576,26,541,0,2158,3301
MSP,ATL,Skywest Airlines Inc.,354,90,174,0,509,1127
MSP,CLT,US Airways Inc.,1112,44,369,30,976,2531
MSP,DEN,Frontier Airlines Inc.,907,35,1464,0,1353,3759
MSP,DEN,United Air Lines Inc.,4765,101,1489,0,7001,13356
MSP,DFW,American Airlines Inc.,2701,335,1616,0,4762,9414
MSP,LAS,US Airways Inc.,1025,91,686,0,1056,2858
MSP,LGA,American Airlines Inc.,124,9,3345,0,2009,5487
MSP,MIA,American Airlines Inc.,887,516,153,0,0,1556
MSP,MKE,Skywest Airlines Inc.,7283,1611,847,0,307,10048
MSP,ORD,American Airlines Inc.,2081,163,10974,0,11499,24717
MSP,ORD,United Air Lines Inc.,4999,312,15881,0,13903,35095
MSP,PHX,US Airways Inc.,1417,16,434,0,899,2766
MSP,SLC,Delta Air Lines Inc.,21,0,83,0,453,557
MSP,SLC,Skywest Airlines Inc.,1171,508,606,0,1724,4009
MSY,ATL,Atlantic Southeast Airlines,510,0,60,0,202,772
MSY,ATL,Delta Air Lines Inc.,2873,204,3068,0,5794,11939
MSY,BHM,Southwest Airlines Co.,248,44,42,0,2273,2607
MSY,BNA,Southwest Airlines Co.,366,80,154,0,1601,2201
MSY,BOS,JetBlue Airways,16,0,26,0,118,160
MSY,BWI,Southwest Airlines Co.,159,172,36,0,171,538
MSY,CLT,US Airways Inc.,1039,20,495,43,2723,4320
MSY,DAL,Southwest Airlines Co.,1982,775,1278,17,7444,11496
MSY,DCA,US Airways Inc.,341,0,27,10,197,575
MSY,DEN,United Air Lines Inc.,1179,122,872,0,5326,7499
MSY,DFW,American Airlines Inc.,4663,185,3958,0,9594,18400
MSY,FLL,Southwest Airlines Co.,349,179,212,16,2409,3165
MSY,HOU,Southwest Airlines Co.,2506,1777,2970,51,17621,24925
MSY,IAD,United Air Lines Inc.,655,0,255,0,4680,5590
MSY,JFK,JetBlue Airways,1798,0,1370,0,2958,6126
MSY,LAS,Southwest Airlines Co.,648,298,571,6,1229,2752
MSY,LAX,Delta Air Lines Inc.,116,20,223,0,639,998
MSY,LAX,United Air Lines Inc.,1118,36,392,0,1261,2807
MSY,LGA,American Airlines Inc.,248,2,1878,0,486,2614
MSY,LGA,Delta Air Lines Inc.,299,0,1194,0,1386,2879
MSY,MCO,Atlantic Southeast Airlines,63,8,73,0,0,144
MSY,MCO,Southwest Airlines Co.,948,323,330,0,5702,7303
MSY,MDW,Southwest Airlines Co.,399,68,81,0,662,1210
MSY,MIA,American Airlines Inc.,1850,33,654,0,4548,7085
MSY,ORD,American Airlines Inc.,537,53,6276,0,4938,11804
MSY,ORD,United Air Lines Inc.,2074,0,3155,0,1301,6530
MSY,PHL,US Airways Inc.,513,79,5181,0,990,6763
MSY,PHX,Southwest Airlines Co.,562,162,217,0,1266,2207
MSY,SLC,Skywest Airlines Inc.,1240,95,100,0,16,1451
MSY,TPA,Southwest Airlines Co.,1235,392,214,11,3989,5841
MTJ,ATL,Delta Air Lines Inc.,115,0,69,0,149,333
MTJ,ATL,Skywest Airlines Inc.,96,62,34,29,18,239
MTJ,DEN,Skywest Airlines Inc.,0,61,0,0,0,61
MTJ,DEN,United Air Lines Inc.,28,9,32,0,193,262
MTJ,DFW,American Airlines Inc.,43,30,123,24,309,529
MTJ,DFW,American Eagle Airlines Inc.,1094,0,430,18,1194,2736
MTJ,LAX,Skywest Airlines Inc.,27,0,0,0,325,352
MTJ,ORD,American Airlines Inc.,0,0,3,0,246,249
MTJ,SLC,Skywest Airlines Inc.,681,502,272,16,1467,2938
MYR,ATL,Atlantic Southeast Airlines,4688,1081,3247,0,554,9570
MYR,CLT,US Airways Inc.,396,153,533,0,1919,3001
OAJ,ATL,Atlantic Southeast Airlines,3102,1461,1396,0,712,6671
OAK,ABQ,Southwest Airlines Co.,906,0,220,0,2378,3504
OAK,ATL,Delta Air Lines Inc.,224,0,17,0,657,898
OAK,AUS,Southwest Airlines Co.,32,0,0,0,0,32
OAK,BNA,Southwest Airlines Co.,475,0,75,0,357,907
OAK,BOI,Southwest Airlines Co.,724,2,177,54,1569,2526
OAK,BOS,JetBlue Airways,104,0,121,0,730,955
OAK,BUR,Southwest Airlines Co.,4758,0,470,73,13034,18335
OAK,DEN,Southwest Airlines Co.,2122,0,417,20,3992,6551
OAK,DEN,United Air Lines Inc.,911,67,500,0,4297,5775
OAK,DFW,American Airlines Inc.,1109,105,438,0,1901,3553
OAK,FLL,JetBlue Airways,9,0,10,0,146,165
OAK,GEG,Southwest Airlines Co.,817,0,192,0,1826,2835
OAK,HOU,Southwest Airlines Co.,472,0,190,17,712,1391
OAK,IAD,JetBlue Airways,943,0,130,0,1389,2462
OAK,IAD,United Air Lines Inc.,87,0,43,0,196,326
OAK,JFK,JetBlue Airways,782,0,1179,0,1593,3554
OAK,LAS,Southwest Airlines Co.,4674,1105,2879,52,11192,19902
OAK,LAS,US Airways Inc.,11,0,216,0,370,597
OAK,LAX,Skywest Airlines Inc.,1380,398,672,0,3220,5670
OAK,LAX,Southwest Airlines Co.,6236,552,3358,215,19690,30051
OAK,LGB,JetBlue Airways,613,118,126,0,1722,2579
OAK,MCI,Southwest Airlines Co.,830,0,157,8,557,1552
OAK,MDW,Southwest Airlines Co.,2406,192,723,16,3139,6476
OAK,ONT,Southwest Airlines Co.,3466,17,305,94,9968,13850
OAK,ORD,United Air Lines Inc.,66,6,1219,0,444,1735
OAK,PDX,Alaska Airlines Inc.,678,0,103,0,602,1383
OAK,PDX,Southwest Airlines Co.,1950,11,654,40,8050,10705
OAK,PHX,Southwest Airlines Co.,2969,50,748,40,5826,9633
OAK,PHX,US Airways Inc.,1773,10,203,0,563,2549
OAK,RNO,Southwest Airlines Co.,1017,208,245,56,4142,5668
OAK,SAN,Southwest Airlines Co.,6291,101,1017,175,14182,21766
OAK,SEA,Alaska Airlines Inc.,3477,1,651,0,2755,6884
OAK,SEA,Southwest Airlines Co.,2387,49,1003,42,8476,11957
OAK,SLC,Delta Air Lines Inc.,22,0,25,0,0,47
OAK,SLC,Skywest Airlines Inc.,267,0,215,107,2438,3027
OAK,SLC,Southwest Airlines Co.,1863,594,497,58,4405,7417
OAK,SNA,Alaska Airlines Inc.,581,33,128,0,1573,2315
OAK,SNA,Southwest Airlines Co.,1840,143,326,28,5328,7665
OAK,TUS,Southwest Airlines Co.,369,0,17,0,393,779
OGG,DEN,United Air Lines Inc.,261,0,67,0,0,328
OGG,DFW,American Airlines Inc.,3106,0,416,0,1320,4842
OGG,HNL,Hawaiian Airlines Inc.,1264,0,0,0,3713,4977
OGG,ITO,Hawaiian Airlines Inc.,6,0,0,0,90,96
OGG,KOA,Hawaiian Airlines Inc.,124,0,0,0,198,322
OGG,KOA,United Air Lines Inc.,183,0,40,0,911,1134
OGG,LAX,American Airlines Inc.,4111,0,593,0,4243,8947
OGG,LAX,Delta Air Lines Inc.,126,0,99,0,1490,1715
OGG,LAX,United Air Lines Inc.,469,0,127,0,1528,2124
OGG,PDX,Hawaiian Airlines Inc.,833,0,0,0,509,1342
OGG,PHX,US Airways Inc.,2028,0,304,0,1006,3338
OGG,SAN,Hawaiian Airlines Inc.,425,0,0,0,209,634
OGG,SEA,Hawaiian Airlines Inc.,1391,0,0,0,255,1646
OGG,SFO,United Air Lines Inc.,2502,0,512,0,3482,6496
OGG,SLC,Delta Air Lines Inc.,358,0,61,0,140,559
OKC,ATL,Atlantic Southeast Airlines,6088,1075,1660,0,775,9598
OKC,ATL,Delta Air Lines Inc.,166,0,157,0,0,323
OKC,ATL,Skywest Airlines Inc.,172,0,553,0,303,1028
OKC,BMI,Skywest Airlines Inc.,34,0,4,0,0,38
OKC,BWI,Southwest Airlines Co.,141,31,3,0,431,606
OKC,DAL,Southwest Airlines Co.,950,614,635,0,8236,10435
OKC,DEN,Frontier Airlines Inc.,252,0,737,0,398,1387
OKC,DEN,Skywest Airlines Inc.,238,132,191,50,1249,1860
OKC,DEN,Southwest Airlines Co.,471,111,239,0,4026,4847
OKC,DEN,United Air Lines Inc.,805,18,353,0,2510,3686
OKC,DFW,American Airlines Inc.,2427,538,1651,29,4796,9441
OKC,DFW,American Eagle Airlines Inc.,328,437,905,0,1325,2995
OKC,HOU,Southwest Airlines Co.,808,364,1087,0,6685,8944
OKC,LAS,Southwest Airlines Co.,148,27,483,0,1579,2237
OKC,LAX,Skywest Airlines Inc.,549,134,421,0,2020,3124
OKC,MCI,Southwest Airlines Co.,703,236,170,0,4918,6027
OKC,MCO,Southwest Airlines Co.,29,0,0,0,0,29
OKC,ORD,American Eagle Airlines Inc.,1207,318,7178,8,8522,17233
OKC,ORD,Skywest Airlines Inc.,116,115,5492,0,975,6698
OKC,PHX,Southwest Airlines Co.,896,80,235,0,1467,2678
OKC,SLC,Skywest Airlines Inc.,102,0,2,0,52,156
OKC,STL,Southwest Airlines Co.,459,126,205,0,2467,3257
OMA,ATL,Atlantic Southeast Airlines,7726,2024,2072,0,854,12676
OMA,ATL,Skywest Airlines Inc.,257,0,13,0,0,270
OMA,BHM,Skywest Airlines Inc.,10,0,15,0,0,25
OMA,CVG,Atlantic Southeast Airlines,160,39,9,0,0,208
OMA,DEN,Frontier Airlines Inc.,467,0,262,0,323,1052
OMA,DEN,United Air Lines Inc.,3095,378,1480,0,8906,13859
OMA,DFW,American Airlines Inc.,1664,120,869,0,3364,6017
OMA,LAS,Southwest Airlines Co.,511,131,1090,0,2167,3899
