Route,Airline,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,TotalDelays
Bob Hope Airport (Hollywood Burbank Airport) - Tucson International Airport,Skywest Airlines Inc.,0,0,0,0,39,39
Bob Hope Airport (Hollywood Burbank Airport) - Washington Dulles International Airport,JetBlue Airways,0,0,0,0,25,25
Boise Airport (Boise Air Terminal) - Chicago O'Hare International Airport,Skywest Airlines Inc.,282,15,7774,0,1132,9203
Boise Airport (Boise Air Terminal) - Chicago O'Hare International Airport,United Air Lines Inc.,229,0,510,0,567,1306
Boise Airport (Boise Air Terminal) - Denver International Airport,Frontier Airlines Inc.,54,0,88,0,114,256
Boise Airport (Boise Air Terminal) - Denver International Airport,Skywest Airlines Inc.,236,0,245,0,3812,4293
Boise Airport (Boise Air Terminal) - Denver International Airport,United Air Lines Inc.,2166,50,316,0,1916,4448
Boise Airport (Boise Air Terminal) - Los Angeles International Airport,Skywest Airlines Inc.,295,17,236,0,2996,3544
Boise Airport (Boise Air Terminal) - McCarran International Airport,Southwest Airlines Co.,656,12,583,0,1863,3114
Boise Airport (Boise Air Terminal) - Oakland International Airport,Southwest Airlines Co.,493,0,24,0,753,1270
Boise Airport (Boise Air Terminal) - Phoenix Sky Harbor International Airport,US Airways Inc.,1500,0,125,0,457,2082
Boise Airport (Boise Air Terminal) - Pittsburgh International Airport,Skywest Airlines Inc.,0,0,0,0,29,29
Boise Airport (Boise Air Terminal) - Portland International Airport,Southwest Airlines Co.,574,32,147,13,2788,3554
Boise Airport (Boise Air Terminal) - Reno/Tahoe International Airport,Southwest Airlines Co.,389,7,139,113,2772,3420
Boise Airport (Boise Air Terminal) - Salt Lake City International Airport,Delta Air Lines Inc.,149,197,118,48,340,852
Boise Airport (Boise Air Terminal) - Salt Lake City International Airport,Skywest Airlines Inc.,357,285,170,0,2289,3101
Boise Airport (Boise Air Terminal) - Salt Lake City International Airport,Southwest Airlines Co.,207,0,379,69,1714,2369
Boise Airport (Boise Air Terminal) - San Francisco International Airport,Skywest Airlines Inc.,1152,0,12489,0,6933,20574
Boise Airport (Boise Air Terminal) - Seattle-Tacoma International Airport,Alaska Airlines Inc.,228,0,26,0,303,557
Boise Airport (Boise Air Terminal) - Seattle-Tacoma International Airport,Southwest Airlines Co.,271,35,301,0,4043,4650
Boise Airport (Boise Air Terminal) - Spokane International Airport,Southwest Airlines Co.,520,232,253,0,4264,5269
Bozeman Yellowstone International Airport (Gallatin Field Airport) - Chicago O'Hare International Airport,Skywest Airlines Inc.,1089,0,5705,0,820,7614
Bozeman Yellowstone International Airport (Gallatin Field Airport) - Chicago O'Hare International Airport,United Air Lines Inc.,62,0,677,0,346,1085
Bozeman Yellowstone International Airport (Gallatin Field Airport) - Denver International Airport,Skywest Airlines Inc.,2507,726,453,0,3779,7465
Bozeman Yellowstone International Airport (Gallatin Field Airport) - Denver International Airport,United Air Lines Inc.,468,71,273,0,480,1292
Bozeman Yellowstone International Airport (Gallatin Field Airport) - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,208,0,24,0,48,280
Bozeman Yellowstone International Airport (Gallatin Field Airport) - Salt Lake City International Airport,Skywest Airlines Inc.,1074,1389,285,0,3926,6674
Bozeman Yellowstone International Airport (Gallatin Field Airport) - San Francisco International Airport,Skywest Airlines Inc.,18,0,518,0,39,575
Bradley International Airport - Baltimore-Washington International Airport,Southwest Airlines Co.,1933,1653,1600,11,8874,14071
Bradley International Airport - Charlotte Douglas International Airport,US Airways Inc.,1966,521,932,0,1252,4671
Bradley International Airport - Chicago Midway International Airport,Southwest Airlines Co.,704,694,1006,0,2022,4426
Bradley International Airport - Chicago O'Hare International Airport,American Eagle Airlines Inc.,1345,459,7150,62,6956,15972
Bradley International Airport - Chicago O'Hare International Airport,United Air Lines Inc.,3160,50,4049,0,3620,10879
Bradley International Airport - Cincinnati/Northern Kentucky International Airport,Delta Air Lines Inc.,630,145,242,0,961,1978
Bradley International Airport - Dallas/Fort Worth International Airport,American Airlines Inc.,982,331,2219,96,2617,6245
Bradley International Airport - Denver International Airport,Frontier Airlines Inc.,157,33,296,0,457,943
Bradley International Airport - Fort Lauderdale-Hollywood International Airport,Delta Air Lines Inc.,566,154,712,0,1987,3419
Bradley International Airport - General Mitchell International Airport,Skywest Airlines Inc.,3018,1123,313,0,55,4509
Bradley International Airport - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,36,0,0,0,0,36
Bradley International Airport - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,1763,348,2443,0,2856,7410
Bradley International Airport - Los Angeles International Airport,Delta Air Lines Inc.,676,35,443,0,856,2010
Bradley International Airport - Luis Muñoz Marín International Airport,American Airlines Inc.,1711,285,460,24,0,2480
Bradley International Airport - McCarran International Airport,Southwest Airlines Co.,187,229,111,0,0,527
Bradley International Airport - Miami International Airport,American Airlines Inc.,188,40,132,22,0,382
Bradley International Airport - Nashville International Airport,Southwest Airlines Co.,336,515,277,0,1076,2204
Bradley International Airport - Orlando International Airport,Delta Air Lines Inc.,513,39,728,0,1213,2493
Bradley International Airport - Orlando International Airport,Southwest Airlines Co.,1266,104,1222,11,3214,5817
Bradley International Airport - Palm Beach International Airport,Delta Air Lines Inc.,1453,148,525,0,160,2286
Bradley International Airport - Philadelphia International Airport,US Airways Inc.,1103,128,1153,0,142,2526
Bradley International Airport - Phoenix Sky Harbor International Airport,US Airways Inc.,201,260,134,0,0,595
Bradley International Airport - Raleigh-Durham International Airport,American Eagle Airlines Inc.,1423,193,628,56,1766,4066
Bradley International Airport - Ronald Reagan Washington National Airport,US Airways Inc.,563,356,210,0,792,1921
Bradley International Airport - Southwest Florida International Airport,Delta Air Lines Inc.,411,34,203,0,1116,1764
Bradley International Airport - Tampa International Airport,Delta Air Lines Inc.,944,464,565,0,1656,3629
Bradley International Airport - Tampa International Airport,Southwest Airlines Co.,739,25,335,0,2449,3548
Bradley International Airport - Washington Dulles International Airport,United Air Lines Inc.,1332,486,1630,0,5239,8687
Brunswick Golden Isles Airport - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,1742,655,965,0,389,3751
Buffalo Niagara International Airport - Baltimore-Washington International Airport,Southwest Airlines Co.,1649,2105,1632,124,9277,14787
Buffalo Niagara International Airport - Charlotte Douglas International Airport,US Airways Inc.,1103,887,760,48,1311,4109
Buffalo Niagara International Airport - Chicago Midway International Airport,Southwest Airlines Co.,653,1211,745,133,2685,5427
Buffalo Niagara International Airport - Chicago O'Hare International Airport,American Eagle Airlines Inc.,485,932,5765,0,5658,12840
Buffalo Niagara International Airport - Chicago O'Hare International Airport,United Air Lines Inc.,2453,388,5067,0,5373,13281
Buffalo Niagara International Airport - Dallas/Fort Worth International Airport,American Eagle Airlines Inc.,1233,0,74,0,0,1307
Buffalo Niagara International Airport - Fort Lauderdale-Hollywood International Airport,JetBlue Airways,997,0,269,0,349,1615
Buffalo Niagara International Airport - Fort Lauderdale-Hollywood International Airport,Southwest Airlines Co.,219,405,35,183,0,842
Buffalo Niagara International Airport - Gen. Edward Lawrence Logan International Airport,JetBlue Airways,1290,94,1759,0,2381,5524
Buffalo Niagara International Airport - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,2191,1021,1252,0,552,5016
Buffalo Niagara International Airport - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,1006,828,1230,0,811,3875
Buffalo Niagara International Airport - Hartsfield-Jackson Atlanta International Airport,Skywest Airlines Inc.,1029,0,478,206,970,2683
Buffalo Niagara International Airport - John F. Kennedy International Airport (New York International Airport),JetBlue Airways,2556,62,8499,0,5777,16894
Buffalo Niagara International Airport - McCarran International Airport,Southwest Airlines Co.,289,66,309,0,1029,1693
Buffalo Niagara International Airport - Orlando International Airport,JetBlue Airways,338,0,281,0,1291,1910
Buffalo Niagara International Airport - Orlando International Airport,Southwest Airlines Co.,2153,1535,799,158,2623,7268
Buffalo Niagara International Airport - Philadelphia International Airport,US Airways Inc.,341,329,1548,0,176,2394
Buffalo Niagara International Airport - Phoenix Sky Harbor International Airport,Southwest Airlines Co.,280,122,244,0,826,1472
Buffalo Niagara International Airport - Ronald Reagan Washington National Airport,US Airways Inc.,517,27,148,25,0,717
Buffalo Niagara International Airport - Southwest Florida International Airport,JetBlue Airways,586,52,696,0,1721,3055
Buffalo Niagara International Airport - Tampa International Airport,Southwest Airlines Co.,1137,886,482,284,786,3575
Burlington International Airport - Chicago O'Hare International Airport,Skywest Airlines Inc.,228,170,2307,0,557,3262
Burlington International Airport - Chicago O'Hare International Airport,United Air Lines Inc.,2850,10,1587,0,1797,6244
Burlington International Airport - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,1305,391,558,15,74,2343
Burlington International Airport - John F. Kennedy International Airport (New York International Airport),JetBlue Airways,562,352,4950,0,3084,8948
Burlington International Airport - Orlando International Airport,JetBlue Airways,797,0,49,0,256,1102
Capital Region International Airport ( Lansing Capital City) - Chicago O'Hare International Airport,Skywest Airlines Inc.,316,134,8021,0,1591,10062
Capital Region International Airport ( Lansing Capital City) - Cincinnati/Northern Kentucky International Airport,Atlantic Southeast Airlines,7,0,13,0,0,20
Cedar City Regional Airport - Los Angeles International Airport,Skywest Airlines Inc.,26,0,0,0,0,26
Cedar City Regional Airport - Salt Lake City International Airport,Skywest Airlines Inc.,574,29,20,0,1373,1996
Central Illinois Regional Airport at Bloomington-Normal - Chicago O'Hare International Airport,American Eagle Airlines Inc.,259,87,3579,0,3627,7552
Central Illinois Regional Airport at Bloomington-Normal - Chicago O'Hare International Airport,Skywest Airlines Inc.,261,0,2409,0,376,3046
Central Illinois Regional Airport at Bloomington-Normal - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,4416,988,1981,0,257,7642
Central Wisconsin Airport - Chicago O'Hare International Airport,American Eagle Airlines Inc.,93,176,791,0,421,1481
Central Wisconsin Airport - Chicago O'Hare International Airport,Skywest Airlines Inc.,418,91,3244,0,828,4581
Central Wisconsin Airport - General Mitchell International Airport,Skywest Airlines Inc.,129,177,18,0,80,404
Charleston International Airport/Charleston AFB - Charlotte Douglas International Airport,US Airways Inc.,108,230,233,0,614,1185
Charleston International Airport/Charleston AFB - Chicago O'Hare International Airport,Skywest Airlines Inc.,550,306,2458,0,647,3961
Charleston International Airport/Charleston AFB - Dallas/Fort Worth International Airport,American Eagle Airlines Inc.,3199,120,1735,0,3760,8814
Charleston International Airport/Charleston AFB - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,2609,627,1398,0,1889,6523
Charleston International Airport/Charleston AFB - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,4836,220,2586,0,2232,9874
Charlotte Douglas International Airport - Albany International Airport,US Airways Inc.,895,141,411,39,1230,2716
Charlotte Douglas International Airport - Baltimore-Washington International Airport,US Airways Inc.,2298,170,3030,81,5640,11219
Charlotte Douglas International Airport - Bradley International Airport,US Airways Inc.,1455,102,861,22,3390,5830
Charlotte Douglas International Airport - Buffalo Niagara International Airport,US Airways Inc.,1771,156,215,17,3112,5271
Charlotte Douglas International Airport - Charleston International Airport/Charleston AFB,US Airways Inc.,428,0,243,0,1205,1876
Charlotte Douglas International Airport - Chicago O'Hare International Airport,American Eagle Airlines Inc.,2234,775,8813,0,8709,20531
Charlotte Douglas International Airport - Chicago O'Hare International Airport,US Airways Inc.,2167,149,11375,0,4652,18343
Charlotte Douglas International Airport - Chicago O'Hare International Airport,United Air Lines Inc.,887,214,8723,0,6676,16500
Charlotte Douglas International Airport - Cincinnati/Northern Kentucky International Airport,Atlantic Southeast Airlines,205,41,0,0,0,246
